ability_id,ability_name,formula_hex,route,status,status_byte_index,status_mask_hex,runtime_status_name,operation,resist_category,resist_stat,offense_stat,duration_policy,bundle_size,readiness,mechanism,rationale
314,Bequeath Bacon,0x57,level_gain,Crystal,0,0x40,crystal,special-operation-review,lifecycle,explicit-rule,explicit-rule,lifecycle,1,lifecycle-mechanism-required,explicit_lifecycle_rule,This special touches protected status byte 0 and needs lifecycle-safe ownership.
316,Guardian Nymph,0x51,status_or_buff,Protect,3,0x20,protect,add-buff-or-trait,beneficial,none,caster-MA-or-authored,authoring-required,1,authoring-required,dcl_status_add,Beneficial status has no defensive resistance contest; hit/duration policy remains ability-authored.
317,Shell Nymph,0x51,status_or_buff,Shell,3,0x10,shell,add-buff-or-trait,beneficial,none,caster-MA-or-authored,authoring-required,1,authoring-required,dcl_status_add,Beneficial status has no defensive resistance contest; hit/duration policy remains ability-authored.
326,Lick,0x38,status_or_buff,Reflect,4,0x02,reflect,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,1,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
327,Goo,0x38,status_or_buff,DontMove,4,0x08,immobilize,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
328,Bad Breath,0x38,status_or_buff,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,8,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
328,Bad Breath,0x38,status_or_buff,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,8,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
328,Bad Breath,0x38,status_or_buff,Confusion,1,0x10,confuse,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,8,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
328,Bad Breath,0x38,status_or_buff,Silence,1,0x08,silence,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,8,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
328,Bad Breath,0x38,status_or_buff,Oil,2,0x80,oil,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,8,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
328,Bad Breath,0x38,status_or_buff,Frog,2,0x02,frog,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,8,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
328,Bad Breath,0x38,status_or_buff,Poison,3,0x80,poison,add-harmful,physical-body,base-HP,authored-skill-or-MA,authoring-required,8,surface-ready,dcl_status_contest,Poison follows its physical affliction nature even when delivered by a spell.
328,Bad Breath,0x38,status_or_buff,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,8,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
331,Heave,0x31,physical_ability_damage,Dead,0,0x20,ko,add-harmful,lifecycle,explicit-rule,explicit-rule,lifecycle,1,lifecycle-mechanism-required,explicit_lifecycle_rule,Status byte 0 is intentionally outside generic DclStatusRule writes and needs KO/crystal-safe handling.
344,Dark Whisper,0x5E,multihit_magic,Dead,0,0x20,ko,add-harmful,lifecycle,explicit-rule,explicit-rule,lifecycle,2,lifecycle-mechanism-required,explicit_lifecycle_rule,Status byte 0 is intentionally outside generic DclStatusRule writes and needs KO/crystal-safe handling.
344,Dark Whisper,0x5E,multihit_magic,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,2,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
346,Poisonous Frog,0x38,status_or_buff,Frog,2,0x02,frog,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,2,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
346,Poisonous Frog,0x38,status_or_buff,Poison,3,0x80,poison,add-harmful,physical-body,base-HP,authored-skill-or-MA,authoring-required,2,surface-ready,dcl_status_contest,Poison follows its physical affliction nature even when delivered by a spell.
350,Grand Cross,0x38,status_or_buff,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,9,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
350,Grand Cross,0x38,status_or_buff,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,9,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
350,Grand Cross,0x38,status_or_buff,Confusion,1,0x10,confuse,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,9,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
350,Grand Cross,0x38,status_or_buff,Silence,1,0x08,silence,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,9,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
350,Grand Cross,0x38,status_or_buff,Berserk,2,0x08,berserk,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,9,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
350,Grand Cross,0x38,status_or_buff,Frog,2,0x02,frog,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,9,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
350,Grand Cross,0x38,status_or_buff,Poison,3,0x80,poison,add-harmful,physical-body,base-HP,authored-skill-or-MA,authoring-required,9,surface-ready,dcl_status_contest,Poison follows its physical affliction nature even when delivered by a spell.
350,Grand Cross,0x38,status_or_buff,Slow,3,0x04,slow,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,9,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
350,Grand Cross,0x38,status_or_buff,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,9,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
352,Compress,0x42,recoil_physical_damage,Dead,0,0x20,ko,add-harmful,lifecycle,explicit-rule,explicit-rule,lifecycle,1,lifecycle-mechanism-required,explicit_lifecycle_rule,Status byte 0 is intentionally outside generic DclStatusRule writes and needs KO/crystal-safe handling.
356,Parasite,0x38,status_or_buff,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,8,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
356,Parasite,0x38,status_or_buff,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,8,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
356,Parasite,0x38,status_or_buff,Confusion,1,0x10,confuse,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,8,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
356,Parasite,0x38,status_or_buff,Silence,1,0x08,silence,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,8,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
356,Parasite,0x38,status_or_buff,Oil,2,0x80,oil,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,8,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
356,Parasite,0x38,status_or_buff,Frog,2,0x02,frog,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,8,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
356,Parasite,0x38,status_or_buff,Poison,3,0x80,poison,add-harmful,physical-body,base-HP,authored-skill-or-MA,authoring-required,8,surface-ready,dcl_status_contest,Poison follows its physical affliction nature even when delivered by a spell.
356,Parasite,0x38,status_or_buff,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,8,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
357,Unholy Sacrifice,0x69,ivc_custom,Slow,3,0x04,slow,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
360,Plunder Heart,0x29,gender_gated_status,Charm,4,0x20,charm,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
