ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,rationale
185,Revengeance,Normal,0x43,Dmg_(CasMaxHP-CasCurHP) NS NE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.
186,Manaburn,Normal,0x44,Dmg_(TarCurMP) NS NE,,,mp_damage,dcl_mp_channel,surface-ready,medium,resource_damage,none,ability_authored_open,none,managed_resource_commit,authoring-open,avoidance_policy,"MP debit is proven, but each percent/current/stat formula needs an authored amount rule."
187,Petrify,Normal,0x38,Hit_(100%) Status NE,,Petrify,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
188,Fowlheart,Normal,0x38,Hit_(100%) Status NE,,DontAct,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,source_authored,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
189,Embrace,Normal,0x38,Hit_(100%) Status NE,,DontMove,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,source_authored,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
190,Darkness,Normal,0x38,Hit_(100%) Status NE,,Darkness,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
191,Aphony,Normal,0x38,Hit_(100%) Status NE,,Silence,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
192,Befuddle,Normal,0x38,Hit_(100%) Status NE,,Confusion,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
193,Bind,Normal,0x38,Hit_(100%) Status NE,,Stop,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
194,Nightmare,Normal,0x38,Hit_(100%) Status NE,,Sleep|DeathSentence,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
195,Ague,Normal,0x38,Hit_(100%) Status NE,,Slow,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
196,Magicksap,Normal,0x1B,DmgMP_(MA+Y)% Hit_F(X)% NS ME,,,mp_damage,dcl_mp_channel,surface-ready,medium,resource_damage,none,ability_authored_open,none,managed_resource_commit,authoring-open,avoidance_policy,"MP debit is proven, but each percent/current/stat formula needs an authored amount rule."
197,Speedsap,Normal,0x1A,Hit_F(MA+Y)% //-PA/MA/SP_(X) NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
198,Powersap,Normal,0x1A,Hit_F(MA+Y)% //-PA/MA/SP_(X) NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
199,Mindsap,Normal,0x1A,Hit_F(MA+Y)% //-PA/MA/SP_(X) NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
200,Blood Drain,Normal,0x47,AbsorbHP_(Y)% 100% Status NE,,BloodSuck,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,physical,multi_unit_transaction,authoring-open,avoidance_policy,"Drain must coordinate source debit/credit, target debit/credit, hit, Undead, and caps."
201,Charm,Normal,0x29,OppositeSex: Hit_(MA+X)% NE ELSE miss,,Charm,gender_gated_status,dcl_status_contest,authoring-required,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,Gender-gated Charm is a status contest with a special eligibility gate.
202,Bio,Normal,0x08,Dmg_F(MA*Y) ME,,Darkness,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,magical,preserve_catalog_riders,authoring-open,damage_type,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
203,Bio,Normal,0x08,Dmg_F(MA*Y) ME,,Poison,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,physical,preserve_catalog_riders,authoring-open,damage_type,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
204,Bio,Normal,0x08,Dmg_F(MA*Y) ME,,Oil,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,physical,preserve_catalog_riders,authoring-open,damage_type,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
205,Biora,Normal,0x0A,Hit_F(MA+X)% ME,,Frog,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
206,Biora,Normal,0x0A,Hit_F(MA+X)% ME,,Slow,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
207,Biora,Normal,0x0A,Hit_F(MA+X)% ME,,Silence,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
208,Biora,Normal,0x0A,Hit_F(MA+X)% ME,,Petrify,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
209,Bioga,Normal,0x08,Dmg_F(MA*Y) ME,,Undead,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,magical,preserve_catalog_riders,authoring-open,damage_type,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
210,Bioga,Normal,0x08,Dmg_F(MA*Y) ME,,Dead,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,lifecycle_special,preserve_catalog_riders,authoring-open,damage_type|status_category,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
211,Bioga,Normal,0x08,Dmg_F(MA*Y) ME,,Petrify,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,magical,preserve_catalog_riders,authoring-open,damage_type,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
212,Aegis,Normal,0x0B,Hit_F(MA+X)% NE,,Reraise|Regen|Protect|Shell|Haste,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,none,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
213,Leg Shot,Normal,0x3F,Hit_(SP+X)% NE,,DontMove,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,physical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
214,Arm Shot,Normal,0x3F,Hit_(SP+X)% NE,,DontAct,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,physical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
215,Seal Evil,Normal,0x40,Undead: Hit_(SP+X)% NE ELSE miss,,Petrify,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
216,Meltdown,Normal,0x08,Dmg_F(MA*Y) ME,Fire,,magic_damage,dcl_magic,wired,low,magic_damage,elemental,magic_evade_per_target,none,preserve_catalog_riders,candidate-complete,,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
217,Tornado,Normal,0x08,Dmg_F(MA*Y) ME,Wind,,magic_damage,dcl_magic,wired,low,magic_damage,elemental,magic_evade_per_target,none,preserve_catalog_riders,candidate-complete,,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
218,Quake,Normal,0x08,Dmg_F(MA*Y) ME,Earth,,magic_damage,dcl_magic,wired,low,magic_damage,elemental,magic_evade_per_target,none,preserve_catalog_riders,candidate-complete,,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
219,Crushing Blow,Normal,0x67,<<Crushing Blow>>,Dark,Stop,ivc_custom,unknown_ivc_formula,reverse-engineering,high,special_or_hybrid_open,none,ability_authored_open,magical,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,IVC-only custom formula internals are not described by the classic formula catalog.
220,Abyssal Blade,Normal,0x68,<<Abyssal Blade>>,Dark,,ivc_custom,unknown_ivc_formula,reverse-engineering,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,IVC-only custom formula internals are not described by the classic formula catalog.
221,Toadja,Normal,0x0A,Hit_F(MA+X)% ME,,Frog,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
222,Gravija,Normal,0x17,Dmg_(TarCurHP-1) Hit_F(MA+X)% NS ME,,,special_hp_damage,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Percent/current/missing-HP effects must not enter the ordinary physical or magic damage spine.
223,Flareja,Normal,0x08,Dmg_F(MA*Y) ME,,,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,none,preserve_catalog_riders,authoring-open,damage_type,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
224,Blindja,Normal,0x0A,Hit_F(MA+X)% ME,,Darkness,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
225,Bomblet,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
226,Bomblet,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
227,Confuseja,Normal,0x0A,Hit_F(MA+X)% ME,,Confusion,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
228,Sleepja,Normal,0x0A,Hit_F(MA+X)% ME,,Sleep,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
229,Ultima,Normal,0x08,Dmg_F(MA*Y) ME,,,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,none,preserve_catalog_riders,authoring-open,damage_type,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
230,Divine Ultima,Normal,0x08,Dmg_F(MA*Y) ME,,,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,none,preserve_catalog_riders,authoring-open,damage_type,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
231,Disempower,Normal,0x16,DmgMP_(TarCurMP) Hit_F(MA+X)% NS ME,,,mp_damage,dcl_mp_channel,surface-ready,medium,resource_damage,none,ability_authored_open,none,managed_resource_commit,authoring-open,avoidance_policy,"MP debit is proven, but each percent/current/stat formula needs an authored amount rule."
232,Dispelja,Normal,0x0A,Hit_F(MA+X)% ME,,Float|Reraise|Transparent|Regen|Protect|Shell|Haste|Faith|Reflect,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
233,Return,Normal,0x15,Set_CT00 Hit_F(MA+X)% NS ME,,,turn_control,explicit_status_or_ct_rule,authoring-required,high,special_control,none,ability_authored_open,none,special_handler_open,authoring-open,avoidance_policy|side_effect_policy,Quick/CT-zero modifies turn state rather than HP damage.
234,Blind,Normal,0x0A,Hit_F(MA+X)% ME,,Darkness,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
235,Syphon,Normal,0x0F,AbsorbMP_(Y)% Hit_F(MA+X)% NS ME,,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,"Drain must coordinate source debit/credit, target debit/credit, hit, Undead, and caps."
236,Drain,Normal,0x10,AbsorbHP_(Y)% Hit_F(MA+X)% NS ME,,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,"Drain must coordinate source debit/credit, target debit/credit, hit, Undead, and caps."
237,Faith,Normal,0x0A,Hit_F(MA+X)% ME,,Faith,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
238,Doubt,Normal,0x0A,Hit_F(MA+X)% ME,,Innocent,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
239,Zombie,Normal,0x0A,Hit_F(MA+X)% ME,,Undead,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
240,Silence,Normal,0x0A,Hit_F(MA+X)% ME,,Silence,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
241,Berserk,Normal,0x0A,Hit_F(MA+X)% ME,,Berserk,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
242,Chicken,Normal,0x61,-Brave_(Y) Hit_F(MA+X)% NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
243,Confuse,Normal,0x0A,Hit_F(MA+X)% ME,,Confusion,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
244,Dispel,Normal,0x0A,Hit_F(MA+X)% ME,,Float|Reraise|Transparent|Regen|Protect|Shell|Haste|Faith|Reflect,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
245,Disable,Normal,0x0A,Hit_F(MA+X)% ME,,DontAct,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,source_authored,managed_status_commit,authoring-open,status_category,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
246,Sleep,Normal,0x0A,Hit_F(MA+X)% ME,,Sleep,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
247,Break,Normal,0x0A,Hit_F(MA+X)% ME,,Petrify,magical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Offensive Faith status spells use the authored DCL status contest, not numeric magic damage."
248,Ice Breath,Normal,0x4E,Dmg_(MA*Y) ME,Ice,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
249,Fire Breath,Normal,0x4E,Dmg_(MA*Y) ME,Fire,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
250,Thunder Breath,Normal,0x4E,Dmg_(MA*Y) ME,Lightning,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
251,Dragon's Charm,Normal,0x5A,Dragon: Hit(100)%,,Invite,dragon_gated_support,species_gate_plus_special,data-or-authoring-required,high,special_or_hybrid_open,none,ability_authored_open,mental,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,Dragon Check is species-gated; use the proven data bypass or an explicit replacement formula.
252,Dragon's Gift,Normal,0x5B,Dragon: Heal_(Y)% 100% Add Status NE,,Darkness|Confusion|Silence|Oil|Berserk|Frog|Poison|Stop|Sleep|DontMove|DontAct,dragon_gated_support,species_gate_plus_special,data-or-authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,Dragon Check is species-gated; use the proven data bypass or an explicit replacement formula.
253,Dragon's Might,Normal,0x5C,Dragon: +Brave_(X) +PA/MA/SP(Y) NS NE,,,dragon_gated_support,species_gate_plus_special,data-or-authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,Dragon Check is species-gated; use the proven data bypass or an explicit replacement formula.
254,Dragon's Speed,Normal,0x5D,Dragon: Set_Quick NS NE,,,dragon_gated_support,species_gate_plus_special,data-or-authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,Dragon Check is species-gated; use the proven data bypass or an explicit replacement formula.
255,Holy Breath,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Holy,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
256,Vengeance,Normal,0x43,Dmg_(CasMaxHP-CasCurHP) NS NE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.
257,Braver,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
258,Cross Slash,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
259,Blade Burst,Normal,0x43,Dmg_(CasMaxHP-CasCurHP) NS NE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.
260,Ascension,Normal,0x45,Dmg_(TarMaxHP-TarCurHP) NS NE,,,special_hp_damage,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Percent/current/missing-HP effects must not enter the ordinary physical or magic damage spine.
261,Meteorain,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
262,Finishing Touch,Normal,0x38,Hit_(100%) Status NE,,Dead|Petrify|Stop,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,lifecycle_special+magical,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
263,Omnislash,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
264,Cherry Blossom,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
265,Choco Beak,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
266,Choco Pellets,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
267,Choco Meteor,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
268,Choco Esuna,Normal,0x51,Hit_(MA+X)% Status NE,,Petrify|Darkness|Silence|Poison|Stop|DontMove|DontAct,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
269,Choco Cure,Normal,0x4C,Heal_(MA*Y) NS NE,,,noncanonical_healing,explicit_healing_rule,formula-map-required,medium,healing,none,none,none,managed_resource_commit,candidate-complete,,Non-Faith healing may share the output channel but needs an authored Faith and scaling policy.
270,Tackle,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
271,Goblin Punch,Normal,0x4F,Dmg_(CasMaxHP-CasCurHP) Hit_(MA+X)% NS PE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.
272,Spin Punch,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
273,Eye Gouge,Normal,0x50,Hit_(MA+X)% Status PE,,Darkness,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
274,Bloodfeast,Normal,0x4D,AbsorbHP_(Y)% Hit_(MA+X)% NS PE,,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,"Drain must coordinate source debit/credit, target debit/credit, hit, Undead, and caps."
275,Bite,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,preserve_catalog_riders,candidate-complete,,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.
276,Bomblet,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
277,Self-Destruct,Normal,0x52,Dmg_(CasMaxHP-CasCurHP) 100% Add Status CasterInAoE: DmgSelf_(CasCurHP) NS NE,,Oil,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,physical,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.
278,Flame Attack,Normal,0x4E,Dmg_(MA*Y) ME,Fire,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
279,Spark,Normal,0x4E,Dmg_(MA*Y) ME,Fire,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
