ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,metadata_basis,rationale,metadata_blocking_scope,metadata_next_gate
254,Dragon's Speed,Normal,0x5D,Dragon: Set_Quick NS NE,,,dragon_gated_support,species_gate_plus_special,data-or-authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,Dragon Check is species-gated; use the proven data bypass or an explicit replacement formula.,design,author the open per-ability identity/policy on an already known or preserved surface
255,Holy Breath,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Holy,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,spiritual,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
256,Vengeance,Normal,0x43,Dmg_(CasMaxHP-CasCurHP) NS NE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.,design,author the open per-ability identity/policy on an already known or preserved surface
257,Braver,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
258,Cross Slash,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
259,Blade Burst,Normal,0x43,Dmg_(CasMaxHP-CasCurHP) NS NE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.,design,author the open per-ability identity/policy on an already known or preserved surface
260,Ascension,Normal,0x45,Dmg_(TarMaxHP-TarCurHP) NS NE,,,special_hp_damage,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Percent/current/missing-HP effects must not enter the ordinary physical or magic damage spine.,design,author the open per-ability identity/policy on an already known or preserved surface
261,Meteorain,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
262,Finishing Touch,Normal,0x38,Hit_(100%) Status NE,,Dead|Petrify|Stop,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,lifecycle_special+magical,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
263,Omnislash,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
264,Cherry Blossom,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
265,Choco Beak,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
266,Choco Pellets,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
267,Choco Meteor,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
268,Choco Esuna,Normal,0x51,Hit_(MA+X)% Status NE,,Petrify|Darkness|Silence|Poison|Stop|DontMove|DontAct,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
269,Choco Cure,Normal,0x4C,Heal_(MA*Y) NS NE,,,noncanonical_healing,explicit_healing_rule,formula-map-required,medium,healing,none,none,none,managed_resource_commit,candidate-complete,,formula-and-catalog,Non-Faith healing may share the output channel but needs an authored Faith and scaling policy.,closed,candidate metadata complete; approval remains a separate job/human gate
270,Tackle,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
271,Goblin Punch,Normal,0x4F,Dmg_(CasMaxHP-CasCurHP) Hit_(MA+X)% NS PE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.,design,author the open per-ability identity/policy on an already known or preserved surface
272,Spin Punch,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
273,Eye Gouge,Normal,0x50,Hit_(MA+X)% Status PE,,Darkness,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
274,Bloodfeast,Normal,0x4D,AbsorbHP_(Y)% Hit_(MA+X)% NS PE,,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,formula-and-catalog,"Paired target/source HP and MP result records, Undead reversal, the 999 result cap, and native resource clamps are mapped; each action still needs authored amount, hit, element, and reversal policy.",design,author the open per-ability identity/policy on an already known or preserved surface
275,Bite,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
276,Bomblet,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
277,Self-Destruct,Normal,0x52,Dmg_(CasMaxHP-CasCurHP) 100% Add Status CasterInAoE: DmgSelf_(CasCurHP) NS NE,,Oil,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,physical,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.,design,author the open per-ability identity/policy on an already known or preserved surface
278,Flame Attack,Normal,0x4E,Dmg_(MA*Y) ME,Fire,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
279,Spark,Normal,0x4E,Dmg_(MA*Y) ME,Fire,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
280,Claw,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
281,Cat Scratch,Normal,0x37,Dmg_(Rdm(1..Y)*PA) NS PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
282,Blaster,Normal,0x3D,Hit_(MA+X)% ME,,Petrify|Stop,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
283,Venom Fang,Normal,0x50,Hit_(MA+X)% Status PE,,Poison,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,physical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
284,Blood Drain,Normal,0x47,AbsorbHP_(Y)% 100% Status NE,,BloodSuck,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,physical,multi_unit_transaction,authoring-open,avoidance_policy,formula-and-catalog,"Paired target/source HP and MP result records, Undead reversal, the 999 result cap, and native resource clamps are mapped; each action still needs authored amount, hit, element, and reversal policy.",design,author the open per-ability identity/policy on an already known or preserved surface
285,Tentacles,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
286,Ink,Normal,0x50,Hit_(MA+X)% Status PE,,Darkness,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
287,Dischord,Normal,0x38,Hit_(100%) Status NE,,Float|Reraise|Transparent|Regen|Protect|Shell|Haste|Faith|Reflect,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
288,Mind Blast,Normal,0x3D,Hit_(MA+X)% ME,,Confusion|Berserk,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
289,Level Drain,Normal,0x59,-Lvl(1) Hit_(MA+X)% NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
290,Chop,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
291,Thunder Anima,Normal,0x4E,Dmg_(MA*Y) ME,Lightning,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
292,Water Anima,Normal,0x4E,Dmg_(MA*Y) ME,Water,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
293,Ice Anima,Normal,0x4E,Dmg_(MA*Y) ME,Ice,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
294,Wind Anima,Normal,0x4E,Dmg_(MA*Y) ME,Wind,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
295,Ectoplasm,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
296,Zombie Touch,Normal,0x50,Hit_(MA+X)% Status PE,,Undead,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
297,Sleep Touch,Normal,0x50,Hit_(MA+X)% Status PE,,Sleep,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
298,Drain Touch,Normal,0x4D,AbsorbHP_(Y)% Hit_(MA+X)% NS PE,,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,formula-and-catalog,"Paired target/source HP and MP result records, Undead reversal, the 999 result cap, and native resource clamps are mapped; each action still needs authored amount, hit, element, and reversal policy.",design,author the open per-ability identity/policy on an already known or preserved surface
299,Oily Touch,Normal,0x50,Hit_(MA+X)% Status PE,,Oil,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,physical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
300,Wing Buffet,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
301,Bewitching Gaze,Normal,0x50,Hit_(MA+X)% Status PE,,Petrify|Darkness|Silence|DontMove|DontAct,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical+source_authored,managed_status_commit,authoring-open,status_category,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,design,author the open per-ability identity/policy on an already known or preserved surface
302,Dread Gaze,Normal,0x62,-Brave_(Y) Hit_(MA+X)% NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
303,Beam,Normal,0x56,-MA_(Y) Hit_(MA+X)% NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
304,Doom,Normal,0x3D,Hit_(MA+X)% ME,,DeathSentence,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
305,Talon Dive,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
306,Beak,Normal,0x50,Hit_(MA+X)% Status PE,,Petrify,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
307,Glitterlust,Normal,0x27,StealGil_(CasLVL*SP) Hit_(SP+X)% NS PE,,,steal,inventory_side_effect,native-special-preserved,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,formula-and-catalog,Native Gil transfer stages a symmetric signed value pair and commits through the existing campaign-value bridge; DCL preserves the transaction.,design,author the open per-ability identity/policy on an already known or preserved surface
308,Featherbomb,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
309,Peck,Normal,0x55,-PA_(Y) Hit_(MA+X)% NS ME,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
310,Reckless Charge,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
311,Snort,Normal,0x29,OppositeSex: Hit_(MA+X)% NE ELSE miss,,Charm,gender_gated_status,dcl_status_contest,authoring-required,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,formula-and-catalog,Gender-gated Charm is a status contest with a special eligibility gate.,closed,candidate metadata complete; approval remains a separate job/human gate
312,Squeal,Normal,0x35,Heal_(Y)% Hit_(PA+X)% Status NE,,Dead,revive_or_percent_heal,explicit_healing_rule,authoring-required,high,healing,none,none,none,managed_resource_commit,candidate-complete,,formula-and-catalog,Raise/revive percent healing has KO and hit semantics outside ordinary healing.,closed,candidate metadata complete; approval remains a separate job/human gate
313,Toot,Normal,0x38,Hit_(100%) Status NE,,Confusion|Sleep,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+mental,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
314,Bequeath Bacon,Normal,0x57,+Lvl(1) NS 100% Add Status on Caster NE,,Crystal,level_gain,preserve_native_bequeath,native-special-preserved,high,special_control,none,ability_authored_open,lifecycle_special,preserve_native_special,authoring-open,avoidance_policy|status_category,formula-and-catalog,Formula 0x57 owns the bounded level gain and caster Crystal lifecycle; DCL preserves the native special unchanged.,design,author the open per-ability identity/policy on an already known or preserved surface
315,Leaf Rain,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
316,Guardian Nymph,Normal,0x51,Hit_(MA+X)% Status NE,,Protect,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,none,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
317,Shell Nymph,Normal,0x51,Hit_(MA+X)% Status NE,,Shell,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,none,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
318,Life Nymph,Normal,0x4C,Heal_(MA*Y) NS NE,,,noncanonical_healing,explicit_healing_rule,formula-map-required,medium,healing,none,none,none,managed_resource_commit,candidate-complete,,formula-and-catalog,Non-Faith healing may share the output channel but needs an authored Faith and scaling policy.,closed,candidate metadata complete; approval remains a separate job/human gate
319,Magick Nymph,Normal,0x54,HealMP_(MA*Y) NS NE,,,mp_healing,dcl_mp_channel,surface-ready,medium,healing,none,none,none,managed_resource_commit,candidate-complete,,formula-and-catalog,MP credit is proven; the amount and target policy remain authored.,closed,candidate metadata complete; approval remains a separate job/human gate
320,Pickaxe,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
321,Feral Spin,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
322,Earthsplitter,Normal,0x4E,Dmg_(MA*Y) ME,Earth,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
323,Beef Up,Normal,0x36,+PA_(Y) NS NE,,,stat_or_trait_buff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/Brave buffs need duration, cap, stacking, and campaign policy.",design,author the open per-ability identity/policy on an already known or preserved surface
324,Breathe Fire,Normal,0x4E,Dmg_(MA*Y) ME,Fire,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
325,Tentacles,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
326,Lick,Normal,0x38,Hit_(100%) Status NE,,Reflect,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,none,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
327,Goo,Normal,0x38,Hit_(100%) Status NE,,DontMove,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,source_authored,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
328,Bad Breath,Normal,0x38,Hit_(100%) Status NE,,Petrify|Darkness|Confusion|Silence|Oil|Frog|Poison|Sleep,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+mental+physical,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
329,Malboro Spores,Normal,0x58,Generic: Set_Malboro: Hit(MA+X)% //1TargetOnly NE ELSE nothing,,,unit_transformation,preserve_native_transformation,native-special-preserved,high,special_control,none,native_formula_hit,none,preserve_native_transformation,candidate-complete,,formula-and-catalog,Malboro Spores stages a dedicated native transformation bit with generic-unit eligibility and status/effect reset; it is not an InflictStatus bundle.,closed,candidate metadata complete; approval remains a separate job/human gate
330,Gore,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
